"Reader report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   4274062  5389653  7100397  7940539  7940539 
"128"   4759253  2326073  6812590  5545860  8036304  7176872 
"256"   4840911  5687020  7073132  9114515  8815202  7518900  4929815 
"512"   4784885  6472112  6909408  8265729  4610256  10641343  9344779  8394979 
"1024"   4410497  6025439  6479979  6733974  7054742  7883484  7941793  5310258  5096034 
"2048"   3901313  5475461  4349761  5564129  5420181  6080053  7237860  6802261  6041567  4601407 
"4096"   3332786  5551194  6410863  5885924  5666546  6944712  7185807  6051794  5353976  5928578  4718699 
"8192"   3662380  4158362  5281396  5047109  5897851  6229323  6356080  5371390  5435974  5465373  5117011  4131362 
"16384"   3432574  4414771  4930437  5407233  5476176  5047407  6007574  5271594  5039634  5216372  5155324  3827998  3239986 
"32768"   0  0  0  0  5064482  5788412  5326305  5303082  5216333  5051267  4871854  4178516  3263125 
"65536"   0  0  0  0  4833374  5688368  5746279  5523540  4968618  5173704  5089784  4613918  3556917 
"131072"   0  0  0  0  5333354  6172744  6198705  5405034  5304178  5461088  4953031  4172535  3446986 
"262144"   0  0  0  0  6216502  6407193  6659678  6295161  5035712  5681003  5453390  4162202  4169415 
"524288"   0  0  0  0  6030655  6804081  6611957  6103975  5814310  5726730  5567925  4597400  3966622 
"1048576"   0  0  0  0  6728372  6661982  6753416  6071624  5412035  6000736  6075003  5338382  4466265 
"2097152"   0  0  0  0  7091371  7091199  7033482  6865533  6407742  6031757  6227085  6011118  4128251 
"4194304"   0  0  0  0  7511342  7596860  7517942  6945338  6799375  6540906  6073446  5953850  1106518 
"8388608"   0  0  0  0  577078  593575  745788  948420  1063765  1285760  1219894  1195223  1323272 
"16777216"   0  0  0  0  552612  572224  719556  962279  1154347  1230941  1266535  1167188  1217934 
