"Re-Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   5283570  6421025  9318832  12902017  4988978 
"128"   5122535  5603747  10567140  10779307  11720614  9795896 
"256"   5687020  8815202  9192546  10651598  10245071  13454450  10651598 
"512"   4571003  7540170  8140399  12797441  9638369  10434519  12499490  12146009 
"1024"   4488860  6355328  8457895  9743447  8000971  8610501  6569179  7524394  8680108 
"2048"   4046500  5238385  7336772  7705319  8464610  8634786  8830061  7207495  7940367  7189398 
"4096"   3456153  5802430  7311187  8032459  8112108  8108279  7983931  7329903  6330545  7076294  6430059 
"8192"   3589681  4518755  6054786  6404656  6370221  6971209  7103807  6234975  6665573  5534924  6114043  6112956 
"16384"   3624099  4591765  5157259  5763216  5710535  5953446  5887143  5641619  5096067  5571184  5295153  5088143  4063642 
"32768"   0  0  0  0  5868241  5823238  5988154  5346403  4815355  5235210  5421482  5231224  4012253 
"65536"   0  0  0  0  5705251  6018546  6094204  5600973  5473605  5225338  5199147  5156622  4338432 
"131072"   0  0  0  0  6145557  5855080  5684415  5083844  5554390  5659894  5228260  4421682  3750812 
"262144"   0  0  0  0  6624848  6397165  6834494  6129893  5637514  5796947  6124430  4616599  4513968 
"524288"   0  0  0  0  6948164  6841613  6865001  6422891  5936634  5977851  5873321  4993129  4695478 
"1048576"   0  0  0  0  6870586  7075218  7113670  6717725  6361480  6480334  6350962  6137869  4551666 
"2097152"   0  0  0  0  6862726  7357836  7434546  7105813  6639353  6228677  6722504  6336997  4801951 
"4194304"   0  0  0  0  5672807  5896060  7563835  7520272  7120598  4904476  5128690  6612160  4530288 
"8388608"   0  0  0  0  580063  621807  671123  965204  1160453  1168907  1257053  1342660  1206626 
"16777216"   0  0  0  0  597358  606672  727926  960474  1165412  1305406  1254703  1200239  1186064 
