"Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   3738358  4564786  7100397  7940539  5735102 
"128"   3124872  4934216  6406138  6727225  8548124  8414153 
"256"   4572895  6249745  7120034  7073132  9192546  8024634  5347168 
"512"   4494470  5951911  7647578  8665997  10284602  8394979  8665997  9859630 
"1024"   3999762  6016997  6599461  7869040  7811791  7472033  5363307  5917516  7644933 
"2048"   3624742  5197183  6185123  6732948  6629029  6649556  7999524  6900622  7135648  6900622 
"4096"   3084464  5312585  6178018  7099689  6905631  6748303  6883496  6815229  5841891  6075335  4145915 
"8192"   3401682  4481623  5970616  5996667  5389081  5885728  6708520  5940679  5793435  5113965  4995741  4201070 
"16384"   3477740  4321760  4736724  5555870  5540639  5544663  5605266  5535284  5221128  4552223  4765631  4090979  3676842 
"32768"   0  0  0  0  5506190  5580414  5371897  5297154  4685023  4678485  5087353  4532826  3643777 
"65536"   0  0  0  0  5658391  5534216  5869219  5634613  5164761  5300608  5019977  4363293  3544213 
"131072"   0  0  0  0  6043742  5686473  6173923  5130625  5317517  4831072  5320141  4431877  3794119 
"262144"   0  0  0  0  6050088  6721643  6602095  6233348  5893362  5920430  6009054  4558698  3743211 
"524288"   0  0  0  0  6845020  6684452  6589252  6411654  5754755  5771869  5818048  5441095  4560928 
"1048576"   0  0  0  0  6904162  7134383  7019804  6555727  6352118  6433732  6204482  6015551  4520935 
"2097152"   0  0  0  0  6715508  7395274  7411974  7119559  6730853  6352002  6601459  6461606  4467319 
"4194304"   0  0  0  0  577626  568744  7348280  7514637  6783068  6263716  6480892  6520711  4481520 
"8388608"   0  0  0  0  566471  613100  651464  953382  1164333  1100476  1194578  1240478  1090942 
"16777216"   0  0  0  0  572622  580886  704832  838812  1043341  1183674  1087677  1141992  1123665 
